MapSizeX	MapSizeY
65	65
/NAME	IDX	IDY	FRAMEX	FRAMEY	TYPE
Tile_Desert	0	0	0	0	5
Tile_Desert	1	0	0	0	5
Tile_Desert	2	0	0	0	5
Tile_Desert	3	0	0	0	5
Tile_Desert	4	0	0	0	5
Tile_Desert	5	0	0	0	5
Tile_Desert	6	0	0	0	5
Tile_Spring	7	0	0	0	1
Tile_Spring	8	0	0	0	1
Tile_Spring	9	0	0	0	1
Tile_Spring	10	0	0	0	1
Tile_Spring	11	0	0	0	1
Tile_Spring	12	0	0	0	1
Tile_Spring	13	0	0	0	1
Tile_Spring	14	0	0	0	1
Tile_Spring	15	0	0	0	1
Tile_Spring	16	0	0	0	1
Tile_Spring	17	0	0	0	1
Tile_Spring	18	0	0	0	1
Tile_Spring	19	0	0	0	1
Enterance	20	0	0	0	9
Enterance	21	0	0	0	9
Tile_Spring	22	0	0	0	1
Tile_Spring	23	0	0	0	1
Tile_Spring	24	0	0	0	1
Tile_Spring	25	0	0	0	1
Tile_Spring	26	0	0	0	1
Tile_Spring	27	0	0	0	1
Tile_Spring	28	0	0	0	1
Tile_Spring	29	0	0	0	1
Tile_Spring	30	0	0	0	1
Tile_Spring	31	0	0	0	1
Tile_Spring	32	0	0	0	1
Tile_Spring	33	0	0	0	1
Tile_Spring	34	0	0	0	1
Tile_Spring	35	0	0	0	1
Tile_Spring	36	0	0	0	1
Tile_Spring	37	0	0	0	1
Tile_Spring	38	0	0	0	1
Tile_Spring	39	0	0	0	1
Tile_Spring	40	0	0	0	1
Tile_Spring	41	0	0	0	1
Tile_Spring	42	0	0	0	1
Tile_Spring	43	0	0	0	1
Tile_Spring	44	0	0	0	1
Tile_Spring	45	0	0	0	1
Tile_Spring	46	0	0	0	1
Tile_Desert	47	0	0	0	5
Tile_Spring	48	0	0	0	1
Tile_Spring	49	0	0	0	1
Tile_Spring	50	0	0	0	1
Tile_Spring	51	0	0	0	1
Tile_Spring	52	0	0	0	1
Tile_Spring	53	0	0	0	1
Tile_Spring	54	0	0	0	1
Tile_Spring	55	0	0	0	1
Tile_Spring	56	0	0	0	1
Tile_Spring	57	0	0	0	1
Tile_Spring	58	0	0	0	1
Tile_Spring	59	0	0	0	1
Tile_Spring	60	0	0	0	1
Tile_Spring	61	0	0	0	1
Tile_Spring	62	0	0	0	1
Tile_Spring	63	0	0	0	1
Tile_Spring	64	0	0	0	1
Tile_Desert	0	1	0	0	5
Tile_Desert	1	1	0	0	5
Tile_Desert	2	1	0	0	5
Tile_Desert	3	1	0	0	5
Tile_Desert	4	1	0	0	5
Tile_Desert	5	1	0	0	5
Tile_Desert	6	1	0	0	5
Tile_Desert	7	1	0	0	5
Tile_Spring	8	1	0	0	1
Tile_Spring	9	1	0	0	1
Tile_Spring	10	1	0	0	1
Tile_Spring	11	1	0	0	1
Tile_Spring	12	1	0	0	1
Tile_Spring	13	1	0	0	1
Tile_Spring	14	1	0	0	1
Tile_Spring	15	1	0	0	1
Tile_Spring	16	1	0	0	1
Tile_Spring	17	1	0	0	1
Tile_Spring	18	1	0	0	1
Tile_Spring	19	1	0	0	1
Enterance	20	1	0	0	9
Enterance	21	1	0	0	9
Tile_Spring	22	1	0	0	1
Tile_Spring	23	1	0	0	1
Tile_Spring	24	1	0	0	1
Tile_Spring	25	1	0	0	1
Tile_Spring	26	1	0	0	1
Tile_Spring	27	1	0	0	1
Tile_Spring	28	1	0	0	1
Tile_Spring	29	1	0	0	1
Tile_Spring	30	1	0	0	1
Tile_Spring	31	1	0	0	1
Tile_Spring	32	1	0	0	1
Tile_Spring	33	1	0	0	1
Tile_Spring	34	1	0	0	1
Tile_Spring	35	1	0	0	1
Tile_Spring	36	1	0	0	1
Tile_Spring	37	1	0	0	1
Tile_Spring	38	1	0	0	1
Tile_Spring	39	1	0	0	1
Tile_Spring	40	1	0	0	1
Tile_Spring	41	1	0	0	1
Tile_Spring	42	1	0	0	1
Tile_Spring	43	1	0	0	1
Tile_Spring	44	1	0	0	1
Tile_Spring	45	1	0	0	1
Tile_Spring	46	1	0	0	1
Tile_Desert	47	1	0	0	5
Tile_Spring	48	1	0	0	1
Tile_Spring	49	1	0	0	1
Tile_Spring	50	1	0	0	1
Tile_Spring	51	1	0	0	1
Tile_Spring	52	1	0	0	1
Tile_Spring	53	1	0	0	1
Tile_Spring	54	1	0	0	1
Tile_Spring	55	1	0	0	1
Tile_Spring	56	1	0	0	1
Tile_Spring	57	1	0	0	1
Tile_Spring	58	1	0	0	1
Tile_Spring	59	1	0	0	1
Tile_Spring	60	1	0	0	1
Tile_Spring	61	1	0	0	1
Tile_Spring	62	1	0	0	1
Tile_Spring	63	1	0	0	1
Tile_Spring	64	1	0	0	1
Tile_Desert	0	2	0	0	5
Tile_Desert	1	2	0	0	5
Tile_Desert	2	2	0	0	5
Tile_Desert	3	2	0	0	5
Tile_Desert	4	2	0	0	5
