MapSizeX	MapSizeY
65	65
/NAME	IDX	IDY	FRAMEX	FRAMEY	TYPE
Tile_Rocky	0	0	0	0	6
Tile_Rocky	1	0	0	0	6
Tile_Rocky	2	0	0	0	6
Tile_Rocky	3	0	0	0	6
Tile_Rocky	4	0	0	0	6
Tile_Rocky	5	0	0	0	6
Tile_Rocky	6	0	0	0	6
Tile_Rocky	7	0	0	0	6
Tile_Rocky	8	0	0	0	6
Tile_Rocky	9	0	0	0	6
Tile_Rocky	10	0	0	0	6
Tile_Rocky	11	0	0	0	6
Tile_Rocky	12	0	0	0	6
Tile_Desert	13	0	0	0	5
Tile_Desert	14	0	0	0	5
Tile_Desert	15	0	0	0	5
Tile_Desert	16	0	0	0	5
Tile_Desert	17	0	0	0	5
Tile_Desert	18	0	0	0	5
Tile_Desert	19	0	0	0	5
Tile_Desert	20	0	0	0	5
Tile_Desert	21	0	0	0	5
Tile_Rocky	22	0	0	0	6
Tile_Rocky	23	0	0	0	6
Tile_Rocky	24	0	0	0	6
Tile_Rocky	25	0	0	0	6
Tile_Desert	26	0	0	0	5
Tile_Desert	27	0	0	0	5
Tile_Rocky	28	0	0	0	6
Tile_Rocky	29	0	0	0	6
Tile_Rocky	30	0	0	0	6
Tile_Rocky	31	0	0	0	6
Tile_Liqude	32	0	0	0	8
Tile_Liqude	33	0	0	1	8
Tile_Liqude	34	0	0	1	8
Tile_Liqude	35	0	0	0	8
Tile_Liqude	36	0	0	1	8
Tile_Liqude	37	0	0	0	8
Tile_Liqude	38	0	0	0	8
Tile_Rocky	39	0	0	0	6
Tile_Rocky	40	0	0	0	6
Tile_Rocky	41	0	0	0	6
Tile_Rocky	42	0	0	0	6
Tile_Rocky	43	0	0	0	6
Tile_Rocky	44	0	0	0	6
Tile_Rocky	45	0	0	0	6
Tile_Rocky	46	0	0	0	6
Tile_Rocky	47	0	0	0	6
Tile_Rocky	48	0	0	0	6
Tile_Rocky	49	0	0	0	6
Tile_Rocky	50	0	0	0	6
Tile_Rocky	51	0	0	0	6
Tile_Rocky	52	0	0	0	6
Tile_Rocky	53	0	0	0	6
Tile_Rocky	54	0	0	0	6
Tile_Rocky	55	0	0	0	6
Tile_Rocky	56	0	0	0	6
Tile_Rocky	57	0	0	0	6
Tile_Rocky	58	0	0	0	6
Tile_Rocky	59	0	0	0	6
Tile_Rocky	60	0	0	0	6
Tile_Rocky	61	0	0	0	6
Tile_Rocky	62	0	0	0	6
Tile_Rocky	63	0	0	0	6
Tile_Rocky	64	0	0	0	6
Tile_Rocky	0	1	0	0	6
Tile_Rocky	1	1	0	0	6
Tile_Rocky	2	1	0	0	6
Tile_Rocky	3	1	0	0	6
Tile_Rocky	4	1	0	0	6
Tile_Rocky	5	1	0	0	6
Tile_Rocky	6	1	0	0	6
Tile_Rocky	7	1	0	0	6
Tile_Rocky	8	1	0	0	6
Tile_Rocky	9	1	0	0	6
Tile_Rocky	10	1	0	0	6
Tile_Rocky	11	1	0	0	6
Tile_Rocky	12	1	0	0	6
